Fri Dec 23 13:25:21 2022 -- New position of the end effector: x = 0.016045, z = 0.000000
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 31.767641, z = 4.156783
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 31.767641, z = 4.396317
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.540878, z = 4.396317
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.540878, z = 4.103883
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.540878, z = 4.254580
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.520802, z = 4.254580
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.520802, z = 4.293849
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.520802, z = 4.361437
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.380337, z = 4.361437
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.380337, z = 4.059657
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.380337, z = 4.352771
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.547508, z = 4.352771
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.168171, z = 4.352771
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.168171, z = 4.373584
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.579208, z = 4.373584
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 31.607061, z = 4.373584
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.185463, z = 4.373584
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 31.298384, z = 4.373584
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.550262, z = 4.373584
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 31.243118, z = 4.373584
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 31.243118, z = 4.178691
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.063839, z = 4.178691
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.063839, z = 4.232379
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.063839, z = 4.124061
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.063839, z = 3.973390
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.063839, z = 4.025754
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.063839, z = 4.221106
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.063839, z = 3.941213
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.063839, z = 3.879383
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.063839, z = 4.164210
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.400581, z = 4.164210
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.400581, z = 3.886245
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 32.400581, z = 4.069452
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.329052, z = 4.069452
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 31.498795, z = 4.069452
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 31.498795, z = 4.127198
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 30.442348, z = 4.127198
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 30.442348, z = 4.082303
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 30.442348, z = 4.089995
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 30.442348, z = 3.842398
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 30.442348, z = 3.864716
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 30.442348, z = 3.742743
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 30.442348, z = 3.869603
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 30.442348, z = 3.906876
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 30.638700, z = 3.906876
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 30.638700, z = 3.721708
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 31.801399, z = 3.721708
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.721708
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.897469
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.859079
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.641452
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.846390
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.883165
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.635819
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.631087
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.800510
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.581188
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.777457
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.828450
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.793714
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.728440
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.572844
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.741327
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.586020
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.692580
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.420560
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.515340
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.378944
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.374303
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.662243
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.452661
Fri Dec 23 13:26:23 2022 -- New position of the end effector: x = 33.354729, z = 3.444321
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.354729, z = 3.377796
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.354729, z = 3.350150
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.354729, z = 3.267344
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.354729, z = 3.247183
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.354729, z = 3.488250
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.354729, z = 3.359009
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.146019, z = 3.359009
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.146019, z = 3.495182
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.146019, z = 3.218788
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.146019, z = 3.228748
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.146019, z = 3.344296
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.146019, z = 3.191359
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.645170, z = 3.191359
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.645170, z = 3.264521
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.645170, z = 3.228442
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.001709, z = 3.228442
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.001709, z = 3.322888
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.001709, z = 3.078654
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.321087, z = 3.078654
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.112919, z = 3.078654
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.106266, z = 3.078654
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.155876, z = 3.078654
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.606697, z = 3.078654
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.606655, z = 3.078654
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.606655, z = 3.344512
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.606655, z = 3.179134
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.606655, z = 3.109465
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.760582, z = 3.109465
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.760582, z = 3.098871
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.218168, z = 3.098871
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.218168, z = 3.009231
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.513973, z = 3.009231
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.513973, z = 3.041045
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.513973, z = 2.945400
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.902081, z = 2.945400
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.445402, z = 2.945400
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.165607, z = 2.945400
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.856155, z = 2.945400
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.850180, z = 2.945400
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.518562, z = 2.945400
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.013313, z = 2.945400
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.113312, z = 2.945400
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.113312, z = 3.166600
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.692141, z = 3.166600
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.692141, z = 3.139775
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.519035, z = 3.139775
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.888786, z = 3.139775
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.888786, z = 3.009845
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.888786, z = 2.985300
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.888786, z = 3.092323
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.888786, z = 2.966910
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.888786, z = 2.876530
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.888786, z = 2.822314
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.274345, z = 2.822314
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.061245, z = 2.822314
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 33.061245, z = 2.918280
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.790047, z = 2.918280
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.823719, z = 2.918280
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.849796, z = 2.918280
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.637102, z = 2.918280
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.695419, z = 2.918280
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.906004, z = 2.918280
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.715261, z = 2.918280
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.213821, z = 2.918280
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.952236, z = 2.918280
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 29.977751, z = 2.918280
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.325264, z = 2.918280
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.325264, z = 2.847593
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.325264, z = 2.800074
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.325264, z = 3.004495
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.362047, z = 3.004495
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.362047, z = 2.860194
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.362047, z = 2.962847
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.140720, z = 2.962847
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.140720, z = 2.966368
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.140720, z = 2.954876
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.707201, z = 2.954876
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.707201, z = 2.745595
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.707201, z = 2.774504
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.707201, z = 2.687850
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.728489, z = 2.687850
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.728489, z = 2.838861
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.367842, z = 2.838861
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.367842, z = 2.860515
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.367842, z = 2.868626
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 29.965012, z = 2.868626
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.213341, z = 2.868626
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.388893, z = 2.868626
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.388893, z = 2.772306
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.388893, z = 2.722758
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.586475, z = 2.722758
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.017506, z = 2.722758
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.635752, z = 2.722758
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.635752, z = 2.793787
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.635752, z = 2.586604
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.274212, z = 2.586604
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.595224, z = 2.586604
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.497639, z = 2.586604
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.407116, z = 2.586604
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.407116, z = 2.748329
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 32.407116, z = 2.702416
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.924446, z = 2.702416
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.577473, z = 2.702416
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.577473, z = 2.581983
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.963303, z = 2.581983
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.963303, z = 2.636473
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.155581, z = 2.636473
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.964973, z = 2.636473
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.846323, z = 2.636473
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.846323, z = 2.584876
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.846323, z = 2.674954
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.910275, z = 2.674954
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.910275, z = 2.494811
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.910275, z = 2.411349
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.910275, z = 2.403129
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.982328, z = 2.403129
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.309420, z = 2.403129
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.930813, z = 2.403129
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.861927, z = 2.403129
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.861927, z = 2.489048
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.861927, z = 2.405220
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.852407, z = 2.405220
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.852407, z = 2.560093
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.672134, z = 2.560093
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.672134, z = 2.421824
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.727774, z = 2.421824
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.727774, z = 2.550920
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.727774, z = 2.326664
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.085400, z = 2.326664
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.085400, z = 2.347522
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.085400, z = 2.458239
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.637234, z = 2.458239
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.009865, z = 2.458239
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.829044, z = 2.458239
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.395039, z = 2.458239
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.670029, z = 2.458239
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.670029, z = 2.299237
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.428745, z = 2.299237
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.428745, z = 2.264397
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 30.901175, z = 2.264397
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.724617, z = 2.264397
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.724617, z = 2.261844
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 29.190720, z = 2.261844
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 29.980249, z = 2.261844
Fri Dec 23 13:26:24 2022 -- New position of the end effector: x = 31.951946, z = 2.261844
Fri Dec 23 13:26:25 2022 -- New position of the end effector: x = 31.951946, z = 2.323438
Fri Dec 23 13:26:25 2022 -- New position of the end effector: x = 29.166901, z = 2.323438
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.166901, z = 2.297044
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.166901, z = 2.326885
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.166901, z = 2.229232
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.434431, z = 2.229232
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.051216, z = 2.229232
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.051216, z = 2.322482
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.832563, z = 2.322482
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.846931, z = 2.322482
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.846931, z = 2.143541
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.605286, z = 2.143541
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.605286, z = 2.312643
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.773420, z = 2.312643
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.831547, z = 2.312643
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.831547, z = 2.232146
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.944862, z = 2.232146
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.944862, z = 2.153222
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.542141, z = 2.153222
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.353380, z = 2.153222
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.002317, z = 2.153222
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.002317, z = 2.227164
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.073820, z = 2.227164
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.608587, z = 2.227164
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.608587, z = 2.224145
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.644768, z = 2.224145
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.644768, z = 2.237666
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.644768, z = 2.019116
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.436028, z = 2.019116
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.565197, z = 2.019116
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.565197, z = 2.155540
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.565197, z = 2.065134
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.139248, z = 2.065134
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.139248, z = 1.971734
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.139248, z = 1.963518
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.139248, z = 1.967503
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.139248, z = 1.985183
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.139248, z = 1.966970
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.139248, z = 2.031273
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.139248, z = 2.061757
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.139248, z = 1.998378
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.999926, z = 1.998378
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.233498, z = 1.998378
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 1.998378
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 2.029417
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 1.859127
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 1.964144
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 1.915391
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 1.800330
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 1.879353
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 1.804100
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 1.804358
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 1.803808
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 1.786623
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 1.805159
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 1.742422
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 1.659804
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 1.785703
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.168846, z = 1.650938
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.838686, z = 1.650938
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.838686, z = 1.602875
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.385265, z = 1.602875
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.385265, z = 1.641949
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.385265, z = 1.680930
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.632441, z = 1.680930
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.554525, z = 1.680930
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.554525, z = 1.663133
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.554525, z = 1.551887
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.593315, z = 1.551887
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.593315, z = 1.600855
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.314554, z = 1.600855
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.157097, z = 1.600855
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.607393, z = 1.600855
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.371317, z = 1.600855
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.371317, z = 1.611458
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.371317, z = 1.542267
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.895807, z = 1.542267
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.895807, z = 1.498514
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.895807, z = 1.593969
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.395178, z = 1.593969
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.465271, z = 1.593969
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.712734, z = 1.593969
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.712734, z = 1.448953
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.712734, z = 1.526070
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.132889, z = 1.526070
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.132889, z = 1.452457
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.713585, z = 1.452457
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.713585, z = 1.535481
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.713585, z = 1.480200
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.713585, z = 1.492463
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.713585, z = 1.389728
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.713585, z = 1.452662
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.843670, z = 1.452662
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.843670, z = 1.338710
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.843670, z = 1.301830
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.843670, z = 1.364020
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 30.843670, z = 1.397353
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 28.713335, z = 1.397353
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 29.098724, z = 1.397353
Fri Dec 23 13:26:26 2022 -- New position of the end effector: x = 31.454851, z = 1.397353
